id,numero_empleado,fecha_baja,tipo,motivo,descripcion,observaciones,fecha_creacion
3192,2439,2025-09-02,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3193,2708,2025-09-02,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3194,2720,2025-09-04,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3195,1171,2025-09-05,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3196,2606,2025-09-05,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3197,2651,2025-09-12,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3198,2653,2025-09-12,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3199,2678,2025-09-15,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3200,2664,2025-09-18,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3201,1013,2025-09-19,Baja,Otra razón,Otra,RENUNCIA VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3202,2611,2025-09-20,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3203,2593,2025-09-23,Baja,Otra razón,Otra,Renuncia Voluntaria,2025-11-01T21:13:10.016+00:00
3204,2687,2025-09-24,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3205,2676,2025-09-26,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3206,2734,2025-09-26,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3208,2348,2025-09-29,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3209,2658,2025-09-30,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3210,2373,2025-10-01,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3211,2480,2025-10-06,Baja,Otra razón,Otra,Voluntaria,2025-11-01T21:13:10.016+00:00
3212,2737,2025-10-06,Baja,Otra razón,Otra,Voluntaria,2025-11-01T21:13:10.016+00:00
3213,2277,2025-10-07,Baja,Otro trabajo mejor compensado,Separaci?n voluntari,,2025-11-01T21:13:10.016+00:00
3214,2752,2025-10-07,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3215,2756,2025-10-13,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3216,2762,2025-10-19,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3217,2755,2025-10-25,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3218,2765,2025-10-25,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3220,2706,2025-10-27,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3221,2760,2025-10-28,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3222,2753,2025-10-30,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3223,2761,2025-10-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3225,2643,2025-10-31,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3226,2009,2023-01-02,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3227,2051,2023-01-04,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3228,1158,2023-01-05,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3229,2056,2023-01-05,Baja,No le gustó el ambiente,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3230,2036,2023-01-06,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3231,2059,2023-01-08,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3232,2034,2023-01-13,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3233,1934,2023-01-18,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3234,1939,2023-01-18,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3235,1932,2023-01-24,Baja,Cambio de domicilio,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3236,2063,2023-01-25,Baja,Falta de oportunidades,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3237,2072,2023-01-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3238,2055,2023-01-31,Baja,Cambio de ciudad,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3239,2075,2023-01-31,Baja,No le gustó el ambiente,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3240,1988,2023-02-01,Baja,Rescisión por desempeño,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3241,2067,2023-02-02,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3242,2023,2023-02-03,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3243,2070,2023-02-07,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3244,909,2023-02-09,Baja,Rescisión por disciplina,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3245,1970,2023-02-13,Baja,Rescisión por disciplina,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3246,2050,2023-02-13,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3247,2086,2023-02-15,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3248,2083,2023-02-16,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3249,2058,2023-02-17,Baja,Problemas con jefe inmediato,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3250,2069,2023-02-17,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3251,2018,2023-02-20,Baja,Regreso a la escuela,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3252,2064,2023-02-23,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3253,2016,2023-03-10,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3254,2103,2023-03-10,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3255,2007,2023-03-15,Baja,Trabajo muy difícil,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3256,2099,2023-03-15,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3257,2038,2023-03-16,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3258,1938,2023-03-17,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3259,2081,2023-03-21,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3260,2061,2023-03-24,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3261,2066,2023-03-24,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3262,2104,2023-03-25,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3263,2106,2023-03-25,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3264,2107,2023-03-25,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3265,1528,2023-03-27,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3266,1973,2023-03-30,Baja,Rescisión por disciplina,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3267,1049,2023-03-31,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3268,2004,2023-03-31,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3269,2053,2023-03-31,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3270,2065,2023-03-31,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3271,2037,2023-04-03,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3272,2032,2023-04-08,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3273,2094,2023-04-12,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3274,2082,2023-04-13,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3275,2097,2023-04-15,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3276,2118,2023-04-16,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3277,2074,2023-04-20,Baja,No le gustaron las instalaciones,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3278,1657,2023-04-24,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3279,2123,2023-04-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3280,2124,2023-04-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3281,1811,2023-05-08,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3282,1987,2023-05-09,Baja,Otra razón,Otra,Problemas con transporte,2025-11-01T21:19:16.820249+00:00
3283,1765,2023-05-15,Baja,Otra razón,Otra,,2025-11-01T21:19:16.820249+00:00
3284,1803,2023-05-15,Baja,Trabajo muy difícil,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3285,2035,2023-05-15,Baja,No le gustó el tipo de trabajo,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3286,2100,2023-05-16,Baja,No le gustó el ambiente,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3287,1622,2023-05-19,Baja,No le gustó el tipo de trabajo,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3288,2111,2023-05-24,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3289,619,2023-05-26,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3290,2014,2023-05-26,Baja,No le gustó el ambiente,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3291,2022,2023-05-26,Baja,No le gustaron las instalaciones,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3292,1452,2023-06-01,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3293,1838,2023-06-02,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3294,2140,2023-06-03,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3295,2141,2023-06-03,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3296,1545,2023-06-07,Baja,Rescisión por disciplina,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3297,1926,2023-06-07,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3298,2148,2023-06-07,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3299,2149,2023-06-12,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3300,2062,2023-06-14,Baja,Motivos de salud,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3301,1298,2023-06-15,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3302,1978,2023-06-15,Baja,Trabajo muy difícil,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3303,945,2023-06-17,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3304,2151,2023-06-17,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3305,1963,2023-06-22,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3306,2098,2023-06-22,Baja,Término del contrato,Término del contrato,Problemas de conducta,2025-11-01T21:19:16.820249+00:00
3307,2129,2023-06-22,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3308,2147,2023-06-22,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3309,2153,2023-06-22,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3310,2136,2023-06-23,Baja,No le gustaron las instalaciones,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3311,2109,2023-06-27,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3312,2095,2023-06-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3313,2096,2023-07-02,Baja,Otra razón,Otra,,2025-11-01T21:19:16.820249+00:00
3314,2158,2023-07-03,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3315,1769,2023-07-05,Baja,Otra razón,Otra,,2025-11-01T21:19:16.820249+00:00
3316,1110,2023-07-10,Baja,Falta quien cuide hijos,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3317,1534,2023-07-11,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3318,2168,2023-07-11,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3319,2174,2023-07-11,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3320,2169,2023-07-14,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3321,2177,2023-07-14,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3322,2122,2023-07-17,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3323,2121,2023-07-18,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3324,2163,2023-07-18,Baja,Ausentismo,Ausentismo,,2025-11-01T21:19:16.820249+00:00
3325,2170,2023-07-18,Baja,Ausentismo,Ausentismo,,2025-11-01T21:19:16.820249+00:00
3326,2172,2023-07-18,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3327,2156,2023-07-19,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3328,1321,2023-07-21,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3329,2108,2023-07-21,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3330,2160,2023-07-24,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3331,2189,2023-07-25,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3332,2190,2023-07-25,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3333,2126,2023-07-26,Baja,Término del contrato,Término del contrato,POR FALTAS INJUSTIFICADAS,2025-11-01T21:19:16.820249+00:00
3334,2127,2023-07-27,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3335,494,2023-07-28,Baja,Otro trabajo mejor compensado,Separación voluntaria,NO RECONTRATABLE,2025-11-01T21:19:16.820249+00:00
3336,2143,2023-07-28,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3337,2176,2023-07-28,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3338,2186,2023-07-31,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3339,1972,2023-08-07,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3340,2134,2023-08-08,Baja,Poco salario y prestaciones,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3341,2203,2023-08-09,Baja,Rescisión por disciplina,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3342,1570,2023-08-10,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3343,2192,2023-08-10,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3344,1917,2023-08-11,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3345,2164,2023-08-11,Baja,Rescisión por desempeño,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3346,2196,2023-08-11,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3347,1953,2023-08-15,Baja,Rescisión por desempeño,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3348,2206,2023-08-16,Baja,Término del contrato,Término del contrato,Renuncia Voluntaria,2025-11-01T21:19:16.820249+00:00
3349,2207,2023-08-16,Baja,Término del contrato,Término del contrato,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3350,2205,2023-08-17,Baja,Término del contrato,Término del contrato,recisión de contrato (por faltas).,2025-11-01T21:19:16.820249+00:00
3351,1417,2023-08-18,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3352,2135,2023-08-20,Baja,Rescisión por desempeño,Rescisión de contrato,BAJO RENDIMIENTO,2025-11-01T21:19:16.820249+00:00
3353,2154,2023-08-20,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3354,2215,2023-08-21,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3355,2193,2023-08-24,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3356,2210,2023-08-30,Baja,Otra razón,Otra,,2025-11-01T21:19:16.820249+00:00
3357,2194,2023-08-31,Baja,Rescisión por disciplina,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3358,2195,2023-08-31,Baja,Rescisión por disciplina,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3359,1816,2023-09-01,Baja,Trabajo muy difícil,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3360,1976,2023-09-01,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3361,1950,2023-09-04,Baja,Rescisión por desempeño,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3362,1928,2023-09-06,Baja,Problema de transporte,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3363,1944,2023-09-06,Baja,Problema de transporte,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3364,2138,2023-09-11,Baja,Cambio de domicilio,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3365,2216,2023-09-13,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3366,2154,2023-09-14,Baja,Rescisión por desempeño,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3367,1507,2023-09-15,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3368,2234,2023-09-17,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3369,2235,2023-09-20,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3370,2230,2023-09-21,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3371,2199,2023-09-25,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3372,2101,2023-09-26,Baja,Ausentismo,Ausentismo,,2025-11-01T21:19:16.820249+00:00
3373,2227,2023-09-27,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3374,470,2023-09-28,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3375,2166,2023-09-28,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3376,2236,2023-09-28,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3377,1572,2023-10-02,Baja,Otra razón,Otra,,2025-11-01T21:19:16.820249+00:00
3378,2211,2023-10-05,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3379,2214,2023-10-05,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3380,2133,2023-10-07,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3381,2242,2023-10-07,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3382,2241,2023-10-08,Baja,No le gustó el tipo de trabajo,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3383,101,2023-10-12,Baja,Otro trabajo mejor compensado,Separación voluntaria,Se va a la competencia,2025-11-01T21:19:16.820249+00:00
3384,2240,2023-10-16,Baja,Trabajo muy difícil,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3385,2182,2023-10-18,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3386,10,2023-10-23,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3387,1979,2023-10-23,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3388,2238,2023-10-24,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3389,2255,2023-10-24,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3390,2256,2023-10-24,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3391,931,2023-10-27,Baja,Jubilación,Jubilación,,2025-11-01T21:19:16.820249+00:00
3392,435,2023-10-28,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3393,2263,2023-11-05,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3394,2257,2023-11-10,Baja,Problema de transporte,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3395,2258,2023-11-10,Baja,Problema de transporte,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3396,2265,2023-11-10,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3397,2261,2023-11-17,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3398,2183,2023-11-23,Baja,Trabajo muy difícil,Separación voluntaria,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3399,2246,2023-11-23,Baja,Otro trabajo mejor compensado,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3400,2271,2023-12-07,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3401,2251,2023-12-09,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3402,2173,2023-12-19,Baja,Trabajo muy difícil,Separación voluntaria,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3403,1086,2023-12-22,Baja,Rescisión por desempeño,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3404,1878,2023-12-23,Baja,Trabajo muy difícil,Separación voluntaria,Separación voluntaria,2025-11-01T21:19:16.820249+00:00
3405,2274,2023-12-23,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3406,2159,2023-12-27,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3407,2188,2024-01-03,Baja,Rescisión por disciplina,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3408,2231,2024-01-04,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3409,2268,2024-01-08,Baja,Regreso a la escuela,Separación voluntaria,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3410,2269,2024-01-08,Baja,Regreso a la escuela,Separación voluntaria,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3411,2270,2024-01-10,Baja,Regreso a la escuela,Separación voluntaria,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3412,2249,2024-01-11,Baja,Regreso a la escuela,Separación voluntaria,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3413,2275,2024-01-11,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3414,2276,2024-01-11,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3415,1672,2024-01-12,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3416,2252,2024-01-12,Baja,Abandono / No regresó,Abandono de empleo,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3417,2221,2024-01-13,Baja,Regreso a la escuela,Separación voluntaria,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3418,2284,2024-01-14,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3419,1822,2024-01-16,Baja,Otro trabajo mejor compensado,Separación voluntaria,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3420,2272,2024-01-18,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3421,1964,2024-01-19,Baja,Regreso a la escuela,Separación voluntaria,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3422,2259,2024-01-23,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3423,2262,2024-01-25,Baja,Término del contrato,Término del contrato,,2025-11-01T21:19:16.820249+00:00
3424,2299,2024-01-26,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3425,2300,2024-01-26,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3426,2294,2024-01-29,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3427,2142,2024-01-30,Baja,Abandono / No regresó,Abandono de empleo,RENUNCIA VOLUNTARIA,2025-11-01T21:19:16.820249+00:00
3428,2281,2024-01-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3429,2304,2024-02-01,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3430,1981,2024-02-02,Baja,Rescisión por disciplina,Rescisión de contrato,,2025-11-01T21:19:16.820249+00:00
3431,2112,2024-02-02,Baja,Regreso a la escuela,Separación voluntaria,,2025-11-01T21:19:16.820249+00:00
3432,2243,2024-02-02,Baja,Rescisión por desempeño,Rescisión de contrato,Recisión del contrato,2025-11-01T21:19:16.820249+00:00
3433,2307,2024-02-02,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3434,2308,2024-02-03,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3435,2309,2024-02-03,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3436,2311,2024-02-03,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
3437,2312,2024-02-08,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:19:16.820249+00:00
